Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,BA,BA,BA,BA,BA,,,
2020-06-04,2020,6,4,Thursday,22,2020-22,181.28,188.6,177.4,184.3,67155600,0.06433355944820929,146.27214285714285,140.69140000000002
2020-06-05,2020,6,5,Friday,22,2020-22,205.0,218.79,197.36,205.43,99846000,0.11464996893184742,152.3742857142857,141.62539999999998
2020-06-08,2020,6,8,Monday,23,2020-23,222.94,234.2,218.93,230.5,80902800,0.122036743504077,159.16428571428574,142.62439999999998
2020-06-09,2020,6,9,Tuesday,23,2020-23,222.14,227.0,213.08,216.74,66688700,-0.05969628853291076,165.32857142857142,143.7192
2020-06-10,2020,6,10,Wednesday,23,2020-23,211.17,213.03,197.4,203.41,90384900,-0.06150226766269562,170.33499999999998,144.7418
2020-06-11,2020,6,11,Thursday,23,2020-23,179.35,192.18,166.01,170.0,103212800,-0.16424956029993376,172.54928571428567,145.15900000000002
2020-06-12,2020,6,12,Friday,23,2020-23,187.15,191.3,176.26,189.51,89550100,0.11476467356962305,176.26214285714286,146.33520000000001
2020-06-15,2020,6,15,Monday,24,2020-24,177.18,193.23,175.89,190.94,78612900,0.007545818036096996,179.56285714285715,147.6886
2020-06-16,2020,6,16,Tuesday,24,2020-24,207.15,208.3,192.6,197.77,76496900,0.03577040821056143,183.0092857142857,149.15359999999998
2020-06-17,2020,6,17,Wednesday,24,2020-24,194.52,196.43,191.25,192.54,53085400,-0.026444915170871552,186.06071428571428,150.02900000000002
2020-06-18,2020,6,18,Thursday,24,2020-24,188.24,198.03,187.2,192.29,60849900,-0.0012984315400306201,189.37785714285715,151.0432
2020-06-19,2020,6,19,Friday,24,2020-24,197.9,197.96,184.57,187.02,67262100,-0.02740646522271173,191.92285714285714,151.8462
2020-06-22,2020,6,22,Monday,25,2020-25,184.56,188.7,181.9,188.52,53901500,0.008020532380133671,194.43785714285715,152.5798
2020-06-23,2020,6,23,Tuesday,25,2020-25,189.3,190.12,183.55,187.88,50281300,-0.0033948619517506495,195.4892857142857,153.3908
2020-06-24,2020,6,24,Wednesday,25,2020-25,183.61,185.2,176.07,176.69,56534800,-0.05955930461246184,194.9457142857143,154.1046
2020-06-25,2020,6,25,Thursday,25,2020-25,169.87,177.5,169.59,174.88,57335700,-0.01024391608797437,192.76357142857142,154.6826
2020-06-26,2020,6,26,Friday,25,2020-25,173.42,173.85,167.6,170.01,50644400,-0.027847725526082723,188.44285714285712,155.39800000000002
2020-06-29,2020,6,29,Monday,26,2020-26,181.0,194.5,176.27,194.49,78499900,0.1439915991841516,186.85357142857146,156.20780000000002
2020-06-30,2020,6,30,Tuesday,26,2020-26,188.02,188.49,180.38,183.3,65493100,-0.05753510270634221,185.41714285714284,157.00160000000002
2020-07-01,2020,7,1,Wednesday,26,2020-26,185.88,190.61,180.04,180.32,49036700,-0.016257477784643592,186.15428571428575,157.88139999999999
2020-07-02,2020,7,2,Thursday,26,2020-26,185.58,187.79,180.43,180.81,41792300,0.0027173370367825633,185.53285714285715,158.7982
2020-07-06,2020,7,6,Monday,27,2020-27,184.52,189.36,181.6,187.91,49471700,0.03926777390290481,185.31642857142856,159.8016
2020-07-07,2020,7,7,Tuesday,27,2020-27,185.07,185.07,178.65,178.88,37105300,-0.04805491247573057,183.96714285714285,160.7996
2020-07-08,2020,7,8,Wednesday,27,2020-27,179.05,181.58,175.51,180.08,38116200,0.006708390627718996,183.07714285714286,161.8276
2020-07-09,2020,7,9,Thursday,27,2020-27,179.67,180.75,172.81,173.28,33514500,-0.037761011676006984,181.71928571428572,162.66719999999998
2020-07-10,2020,7,10,Friday,27,2020-27,171.7,179.33,169.75,178.44,40955600,0.029778414695637023,181.10642857142858,163.45600000000002
2020-07-13,2020,7,13,Monday,28,2020-28,180.2,183.25,174.36,175.65,43364700,-0.015635555406574353,180.18714285714285,164.14860000000002
2020-07-14,2020,7,14,Tuesday,28,2020-28,177.0,181.3,173.41,179.96,39256200,0.024537506217750416,179.62142857142857,165.0804
2020-07-15,2020,7,15,Wednesday,28,2020-28,185.54,189.53,181.25,187.94,48044800,0.044343161979467416,180.42499999999998,166.21
2020-07-16,2020,7,16,Thursday,28,2020-28,184.32,184.59,177.34,178.7,35050000,-0.04916465559823968,180.69785714285715,167.27599999999998
2020-07-17,2020,7,17,Friday,28,2020-28,178.41,181.1,175.55,175.66,26170500,-0.01701171425880499,181.10142857142858,168.352
2020-07-20,2020,7,20,Monday,29,2020-29,175.13,176.57,171.62,174.42,25294300,-0.007059122551023478,179.66785714285714,169.26739999999998
2020-07-21,2020,7,21,Tuesday,29,2020-29,178.43,182.65,176.75,178.63,40740500,0.02413717898213319,179.33428571428573,170.17120000000003
2020-07-22,2020,7,22,Wednesday,29,2020-29,176.43,182.95,175.39,179.79,29790300,0.006493804913017209,179.29642857142858,171.18880000000001
2020-07-23,2020,7,23,Thursday,29,2020-29,178.0,182.5,175.42,176.45,29587200,-0.018577209314286303,178.98499999999999,172.2134
2020-07-24,2020,7,24,Friday,29,2020-29,175.68,181.1,173.6,173.76,28548000,-0.015245126029644007,177.9742857142857,173.2586
2020-07-27,2020,7,27,Monday,30,2020-30,173.19,174.14,169.0,170.21,30243800,-0.020430409214988177,177.355,174.21239999999997
2020-07-28,2020,7,28,Tuesday,30,2020-30,168.5,173.74,168.23,170.84,25349100,0.0037012490404426668,176.695,175.2292
2020-07-29,2020,7,29,Wednesday,30,2020-30,172.9,173.01,162.25,166.01,51709600,-0.028272078755502972,176.1757142857143,175.84060000000002
2020-07-30,2020,7,30,Thursday,30,2020-30,162.88,164.55,160.64,161.95,29140000,-0.024456344153583887,174.99785714285713,176.47079999999997
2020-07-31,2020,7,31,Friday,30,2020-30,161.55,163.4,156.26,158.0,30263100,-0.024390225518217012,173.73714285714286,176.96439999999998
2020-08-03,2020,8,3,Monday,31,2020-31,156.51,163.58,153.41,162.27,38520500,0.02702534349658814,172.47357142857143,177.4298
2020-08-04,2020,8,4,Tuesday,31,2020-31,164.63,167.4,163.01,165.07,30853500,0.017255210316359237,170.84,177.98059999999998
2020-08-05,2020,8,5,Wednesday,31,2020-31,167.6,174.98,166.4,174.28,46189200,0.055794457178332424,170.5242857142857,178.5716
2020-08-06,2020,8,6,Thursday,31,2020-31,172.8,175.57,170.6,172.2,32921600,-0.011934828124991803,170.27714285714288,179.0252
2020-08-07,2020,8,7,Friday,31,2020-31,171.5,171.86,168.7,170.02,19318000,-0.01265965571669836,169.96285714285713,179.42919999999998
2020-08-10,2020,8,10,Monday,32,2020-32,171.36,179.79,171.33,179.41,35857700,0.05522879163442873,170.01857142857145,180.10039999999998
